,cell line,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source,CID,Canonical_smiles,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,organism,cell type,morphology,tissue,disease,BSL
1753,Caco-2,AlamarBlue,SiO2,24,100.0,59.611,21.06,-24.5,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1754,Caco-2,AlamarBlue,SiO2,24,200.0,59.124,21.06,-24.5,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1755,Caco-2,AlamarBlue,SiO2,24,500.0,58.151,21.06,-24.5,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1756,Caco-2,AlamarBlue,SiO2,24,10.0,99.757,59.72,-38.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1757,Caco-2,AlamarBlue,SiO2,24,50.0,67.397,59.72,-38.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1758,Caco-2,AlamarBlue,SiO2,24,100.0,66.423,59.72,-38.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1759,Caco-2,AlamarBlue,SiO2,24,200.0,62.774,59.72,-38.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1760,Caco-2,AlamarBlue,SiO2,24,500.0,53.041,59.72,-38.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1761,Caco-2,AlamarBlue,SiO2,24,10.0,68.613,100.33,-31.7,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,epithelial,colon,Adenocarcinoma,1
1762,Caco-2,MTT,TiO2,24,5.0,72.49,18.0,26.65,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1763,Caco-2,MTT,TiO2,24,0.3,91.265,215.0,14.05,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1764,Caco-2,MTT,TiO2,24,0.6,90.352,215.0,14.05,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1765,Caco-2,MTT,TiO2,24,1.2,66.623,215.0,46.65,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1766,Caco-2,MTT,TiO2,24,2.5,44.329,215.0,17.7,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1767,Caco-2,MTT,TiO2,24,5.0,40.808,215.0,17.7,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1768,Caco-2,MTT,TiO2,24,0.3,99.739,6.3,39.64,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1769,Caco-2,MTT,TiO2,24,0.6,99.087,6.3,39.64,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1770,Caco-2,MTT,TiO2,24,1.2,97.523,6.3,-22.61,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1771,Caco-2,MTT,TiO2,24,2.5,97.262,6.3,1.14,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1772,Caco-2,MTT,TiO2,24,5.0,96.61,6.3,-22.95,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1773,Caco-2,MTT,TiO2,24,0.3,98.705,18.0,-17.1,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1774,Caco-2,MTT,TiO2,24,0.6,100.29,18.0,-9.0,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1775,Caco-2,MTT,TiO2,24,1.2,100.58,18.0,-9.0,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1776,Caco-2,MTT,TiO2,24,2.5,96.547,18.0,-8.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1777,Caco-2,MTT,TiO2,24,5.0,72.806,18.0,26.65,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1778,Caco-2,MTT,TiO2,24,0.3,98.993,215.0,71.7,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1779,Caco-2,MTT,TiO2,24,0.6,84.748,215.0,6.5,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,epithelial,colon,Adenocarcinoma,1
1780,Caco-2,MTS,CuO,72,2.5,96.078,50.0,-12.32,2.298850575,2.67,0.337,1.35,original,14829,O=[Cu],17,79.545,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516,Human,Human,epithelial,colon,Adenocarcinoma,1
1781,Caco-2,MTS,CuO,72,5.0,95.686,50.0,-12.32,2.298850575,2.67,0.337,1.35,original,14829,O=[Cu],17,79.545,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516,Human,Human,epithelial,colon,Adenocarcinoma,1
1782,Caco-2,MTS,CuO,72,6.25,96.471,50.0,-12.32,2.298850575,2.67,0.337,1.35,original,14829,O=[Cu],17,79.545,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516,Human,Human,epithelial,colon,Adenocarcinoma,1
1783,Caco-2,MTS,CuO,72,12.5,93.137,50.0,-12.32,2.298850575,2.67,0.337,1.35,original,14829,O=[Cu],17,79.545,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67942235663529,17.07,-0.1213,0.6865,1.6514114114799852,0.5075192189225524,0.0,0.0,0.0,0.7097596350416266,0.1230914909793327,0.0,0.0,0.0,0.3194805194805194,2.31948051948052,1.31948051948052,1.449561820293528,1.5302546803845516,Human,Human,epithelial,colon,Adenocarcinoma,1
1784,Caco-2,CCK-8,ZnO,3,35.0,56.769,100.0,-8.23,2.272727273,2.545,-0.7618,1.35,original,14806,O=[Zn],8,81.389,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831,Human,Human,epithelial,colon,Adenocarcinoma,1
1785,Caco-2,CCK-8,ZnO,3,40.0,50.437,100.0,-8.23,2.272727273,2.545,-0.7618,1.35,original,14806,O=[Zn],8,81.389,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831,Human,Human,epithelial,colon,Adenocarcinoma,1
1786,Caco-2,CCK-8,ZnO,3,80.0,61.572,100.0,-8.23,2.272727273,2.545,-0.7618,1.35,original,14806,O=[Zn],8,81.389,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831,Human,Human,epithelial,colon,Adenocarcinoma,1
1787,Caco-2,CCK-8,ZnO,6,10.0,104.8,100.0,-8.23,2.272727273,2.545,-0.7618,1.35,original,14806,O=[Zn],8,81.389,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831,Human,Human,epithelial,colon,Adenocarcinoma,1
1788,Caco-2,CCK-8,ZnO,6,15.0,100.44,100.0,-8.23,2.272727273,2.545,-0.7618,1.35,original,14806,O=[Zn],8,81.389,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60496136211111,17.07,-0.1213,0.6865,4.08248290463863,1.5000000000000002,0.0,0.0,0.0,1.1153550716504106,0.2886751345948129,0.0,0.0,0.0,0.4233766233766233,2.423376623376623,1.423376623376624,0.7853398135606725,1.724688817675831,Human,Human,epithelial,colon,Adenocarcinoma,1
1789,Caco-2,CellTiterBlue,Ag,24,100.0,162.02,5.0,-8.72,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
1790,Caco-2,CellTiterBlue,Ag,24,1.0,87.472,60.0,-51.9,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
1791,Caco-2,CellTiterBlue,Ag,24,10.0,61.197,60.0,-51.9,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
1792,Caco-2,CellTiterBlue,Ag,24,20.0,51.774,60.0,-51.9,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
1793,Caco-2,CellTiterBlue,Ag,24,50.0,44.9,60.0,-51.9,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
1794,Caco-2,CellTiterBlue,Ag,3,125.0,95.027,75.0,71.7,0.0,1.93,0.7996,1.6,original,23954,[Ag],11,107.868,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.001880613197383,0.0,-0.0025,0.0,1.7837651700316897,0.0,0.0,0.0,0.0,0.3015113445777636,0.0,0.0,0.0,0.0,0.7402597402597404,1.7402597402597404,0.0911369332421962,2.143768512189564,0.1586019357721338,Human,Human,epithelial,colon,Adenocarcinoma,1
